payment_record_id,loan_id,snapshot_date,days_past_due,delinquent_flag
P0012040,L007811,2022-10-12,108,1
P0012041,L007811,2022-11-11,138,1
P0012042,L007811,2022-12-11,177,1
P0012043,L007811,2023-01-10,180,1
P0012044,L007812,2021-04-25,18,0
P0012045,L007813,2023-08-11,9,0
P0012046,L007813,2023-09-10,10,0
P0012047,L007814,2024-05-15,0,0
P0012048,L007815,2021-12-15,31,0
P0012049,L007815,2022-01-14,67,0
P0012050,L007815,2022-02-13,88,0
P0012051,L007817,2021-11-30,0,0
P0012052,L007818,2024-12-23,19,0
P0012053,L007818,2025-01-22,34,0
P0012054,L007818,2025-02-21,50,0
P0012055,L007818,2025-03-23,78,0
P0012056,L007819,2022-12-11,7,0
P0012057,L007820,2021-06-07,34,0
P0012058,L007820,2021-07-07,74,0
P0012059,L007820,2021-08-06,96,1
P0012060,L007821,2022-04-11,22,0
P0012061,L007821,2022-05-11,53,0
P0012062,L007821,2022-06-10,81,0
P0012063,L007821,2022-07-10,104,1
P0012064,L007821,2022-08-09,119,1
P0012065,L007821,2022-09-08,153,1
P0012066,L007821,2022-10-08,180,1
P0012067,L007821,2022-11-07,180,1
P0012068,L007822,2026-01-10,20,0
P0012069,L007822,2026-02-09,54,0
P0012070,L007822,2026-03-11,90,1
P0012071,L007822,2026-04-10,133,1
P0012072,L007822,2026-05-10,152,1
P0012073,L007822,2026-06-09,167,1
P0012074,L007823,2022-06-30,25,0
P0012075,L007823,2022-07-30,50,0
P0012076,L007823,2022-08-29,87,0
P0012077,L007825,2021-10-20,26,0
P0012078,L007825,2021-11-19,45,0
P0012079,L007825,2021-12-19,77,0
P0012080,L007825,2022-01-18,111,1
P0012081,L007825,2022-02-17,130,1
P0012082,L007825,2022-03-19,153,1
P0012083,L007825,2022-04-18,177,1
P0012084,L007825,2022-05-18,180,1
P0012085,L007829,2025-04-26,0,0
P0012086,L007829,2025-05-26,15,0
P0012087,L007829,2025-06-25,18,0
P0012088,L007831,2024-06-04,12,0
P0012089,L007836,2021-09-16,7,0
P0012090,L007836,2021-10-16,0,0
P0012091,L007837,2022-12-10,16,0
P0012092,L007837,2023-01-09,42,0
P0012093,L007837,2023-02-08,75,0
P0012094,L007838,2021-03-27,0,0
P0012095,L007838,2021-04-26,6,0
P0012096,L007842,2023-08-30,6,0
P0012097,L007844,2024-08-11,0,0
P0012098,L007845,2022-09-30,6,0
P0012099,L007846,2024-11-21,9,0
P0012100,L007846,2024-12-21,0,0
P0012101,L007847,2022-07-16,0,0
P0012102,L007847,2022-08-15,0,0
P0012103,L007848,2021-06-15,25,0
P0012104,L007848,2021-07-15,64,0
P0012105,L007848,2021-08-14,99,1
P0012106,L007848,2021-09-13,136,1
P0012107,L007848,2021-10-13,173,1
P0012108,L007848,2021-11-12,180,1
P0012109,L007849,2022-05-07,6,0
P0012110,L007853,2022-04-05,34,0
P0012111,L007853,2022-05-05,72,0
P0012112,L007853,2022-06-04,108,1
P0012113,L007854,2022-12-21,3,0
P0012114,L007855,2023-11-08,17,0
P0012115,L007856,2023-05-16,22,0
P0012116,L007856,2023-06-15,54,0
P0012117,L007856,2023-07-15,77,0
P0012118,L007856,2023-08-14,92,1
P0012119,L007856,2023-09-13,123,1
P0012120,L007856,2023-10-13,152,1
P0012121,L007857,2024-10-04,39,0
P0012122,L007857,2024-11-03,81,0
P0012123,L007857,2024-12-03,103,1
P0012124,L007857,2025-01-02,142,1
P0012125,L007857,2025-02-01,157,1
P0012126,L007860,2024-10-26,0,0
P0012127,L007860,2024-11-25,0,0
P0012128,L007860,2024-12-25,0,0
P0012129,L007861,2022-10-21,16,0
P0012130,L007862,2023-03-16,18,0
P0012131,L007862,2023-04-15,0,0
P0012132,L007862,2023-05-15,0,0
P0012133,L007864,2023-08-29,20,0
P0012134,L007864,2023-09-28,51,0
P0012135,L007864,2023-10-28,92,1
P0012136,L007864,2023-11-27,123,1
P0012137,L007864,2023-12-27,157,1
P0012138,L007864,2024-01-26,180,1
P0012139,L007864,2024-02-25,180,1
P0012140,L007872,2023-03-21,0,0
P0012141,L007879,2024-06-14,23,0
P0012142,L007879,2024-07-14,38,0
P0012143,L007879,2024-08-13,73,0
P0012144,L007879,2024-09-12,88,0
P0012145,L007879,2024-10-12,127,1
P0012146,L007879,2024-11-11,156,1
P0012147,L007879,2024-12-11,180,1
P0012148,L007880,2025-09-26,15,0
P0012149,L007881,2022-11-09,22,0
P0012150,L007881,2022-12-09,60,0
P0012151,L007881,2023-01-08,90,1
P0012152,L007881,2023-02-07,129,1
P0012153,L007881,2023-03-09,172,1
P0012154,L007881,2023-04-08,180,1
P0012155,L007881,2023-05-08,180,1
P0012156,L007884,2025-02-09,8,0
P0012157,L007884,2025-03-11,9,0
P0012158,L007886,2023-08-25,7,0
P0012159,L007889,2025-06-14,19,0
P0012160,L007889,2025-07-14,53,0
P0012161,L007889,2025-08-13,75,0
P0012162,L007891,2021-09-10,37,0
P0012163,L007891,2021-10-10,53,0
P0012164,L007891,2021-11-09,78,0
P0012165,L007891,2021-12-09,116,1
P0012166,L007891,2022-01-08,159,1
P0012167,L007891,2022-02-07,180,1
P0012168,L007891,2022-03-09,180,1
P0012169,L007891,2022-04-08,180,1
P0012170,L007893,2022-05-31,1,0
P0012171,L007893,2022-06-30,16,0
P0012172,L007897,2021-08-28,27,0
P0012173,L007897,2021-09-27,62,0
P0012174,L007897,2021-10-27,91,1
P0012175,L007897,2021-11-26,109,1
P0012176,L007897,2021-12-26,150,1
P0012177,L007897,2022-01-25,179,1
P0012178,L007897,2022-02-24,180,1
P0012179,L007897,2022-03-26,180,1
P0012180,L007900,2022-01-24,4,0
P0012181,L007901,2024-06-29,3,0
P0012182,L007904,2022-09-30,15,0
P0012183,L007905,2022-10-07,0,0
P0012184,L007905,2022-11-06,7,0
P0012185,L007906,2024-11-07,19,0
P0012186,L007906,2024-12-07,0,0
P0012187,L007906,2025-01-06,5,0
P0012188,L007908,2021-09-27,39,0
P0012189,L007908,2021-10-27,71,0
P0012190,L007908,2021-11-26,105,1
P0012191,L007908,2021-12-26,133,1
P0012192,L007908,2022-01-25,152,1
P0012193,L007908,2022-02-24,180,1
P0012194,L007908,2022-03-26,180,1
P0012195,L007909,2025-11-07,25,0
P0012196,L007909,2025-12-07,50,0
P0012197,L007909,2026-01-06,84,0
P0012198,L007909,2026-02-05,127,1
P0012199,L007909,2026-03-07,158,1
P0012200,L007909,2026-04-06,180,1
P0012201,L007911,2023-09-17,19,0
P0012202,L007913,2021-02-16,0,0
P0012203,L007913,2021-03-18,0,0
P0012204,L007913,2021-04-17,8,0
P0012205,L007914,2021-08-02,41,0
P0012206,L007914,2021-09-01,73,0
P0012207,L007914,2021-10-01,98,1
P0012208,L007914,2021-10-31,122,1
P0012209,L007914,2021-11-30,148,1
P0012210,L007916,2022-01-24,9,0
P0012211,L007918,2023-01-22,30,0
P0012212,L007918,2023-02-21,66,0
P0012213,L007918,2023-03-23,105,1
P0012214,L007922,2023-02-26,3,0
P0012215,L007922,2023-03-28,8,0
P0012216,L007923,2024-01-31,2,0
P0012217,L007924,2024-04-08,16,0
P0012218,L007924,2024-05-08,36,0
P0012219,L007924,2024-06-07,66,0
P0012220,L007924,2024-07-07,94,1
P0012221,L007924,2024-08-06,115,1
P0012222,L007924,2024-09-05,146,1
P0012223,L007924,2024-10-05,163,1
P0012224,L007924,2024-11-04,180,1
P0012225,L007925,2024-05-29,3,0
P0012226,L007926,2022-11-25,18,0
P0012227,L007927,2022-07-22,1,0
P0012228,L007927,2022-08-21,0,0
P0012229,L007928,2021-05-02,5,0
P0012230,L007928,2021-06-01,6,0
P0012231,L007930,2025-08-10,15,0
P0012232,L007930,2025-09-09,0,0
P0012233,L007931,2025-11-26,0,0
P0012234,L007931,2025-12-26,0,0
P0012235,L007934,2021-05-24,18,0
P0012236,L007936,2021-08-23,31,0
P0012237,L007936,2021-09-22,68,0
P0012238,L007936,2021-10-22,103,1
P0012239,L007936,2021-11-21,141,1
P0012240,L007936,2021-12-21,156,1
P0012241,L007936,2022-01-20,180,1
P0012242,L007941,2025-12-01,0,0
P0012243,L007942,2025-12-08,17,0
P0012244,L007942,2026-01-07,46,0
P0012245,L007942,2026-02-06,80,0
P0012246,L007942,2026-03-08,96,1
P0012247,L007943,2024-05-03,15,0
P0012248,L007943,2024-06-02,37,0
P0012249,L007943,2024-07-02,78,0
P0012250,L007943,2024-08-01,111,1
P0012251,L007943,2024-08-31,146,1
P0012252,L007947,2025-05-20,0,0
P0012253,L007948,2025-11-09,17,0
P0012254,L007951,2022-03-06,0,0
P0012255,L007951,2022-04-05,3,0
P0012256,L007952,2023-07-20,0,0
P0012257,L007956,2025-12-24,0,0
P0012258,L007956,2026-01-23,17,0
P0012259,L007962,2023-12-15,1,0
P0012260,L007963,2024-06-22,2,0
P0012261,L007963,2024-07-22,7,0
P0012262,L007965,2025-01-05,0,0
P0012263,L007973,2024-08-12,7,0
P0012264,L007974,2022-01-06,0,0
P0012265,L007975,2025-03-03,0,0
P0012266,L007975,2025-04-02,13,0
P0012267,L007975,2025-05-02,9,0
P0012268,L007980,2022-12-16,0,0
P0012269,L007980,2023-01-15,13,0
P0012270,L007981,2023-09-06,0,0
P0012271,L007982,2021-05-15,12,0
P0012272,L007982,2021-06-14,7,0
P0012273,L007985,2022-01-09,4,0
P0012274,L007985,2022-02-08,0,0
P0012275,L007985,2022-03-10,0,0
P0012276,L007987,2023-03-29,26,0
P0012277,L007987,2023-04-28,47,0
P0012278,L007987,2023-05-28,75,0
P0012279,L007989,2022-02-22,38,0
P0012280,L007989,2022-03-24,81,0
P0012281,L007989,2022-04-23,102,1
P0012282,L007989,2022-05-23,137,1
P0012283,L007989,2022-06-22,175,1
P0012284,L007989,2022-07-22,180,1
P0012285,L007990,2025-06-30,19,0
P0012286,L007990,2025-07-30,61,0
P0012287,L007990,2025-08-29,105,1
P0012288,L007990,2025-09-28,146,1
P0012289,L007992,2021-09-01,18,0
P0012290,L007993,2023-05-10,0,0
P0012291,L007994,2023-07-22,12,0
P0012292,L007996,2021-02-07,5,0
P0012293,L007996,2021-03-09,10,0
P0012294,L007996,2021-04-08,8,0
P0012295,L008000,2023-10-05,15,0
P0012296,L008000,2023-11-04,44,0
P0012297,L008000,2023-12-04,87,0
P0012298,L008000,2024-01-03,108,1
P0012299,L008000,2024-02-02,127,1
P0012300,L008001,2024-10-29,43,0
P0012301,L008001,2024-11-28,74,0
P0012302,L008001,2024-12-28,117,1
P0012303,L008001,2025-01-27,147,1
P0012304,L008001,2025-02-26,180,1
P0012305,L008001,2025-03-28,180,1
P0012306,L008001,2025-04-27,180,1
P0012307,L008001,2025-05-27,180,1
P0012308,L008002,2024-12-13,12,0
P0012309,L008002,2025-01-12,4,0
P0012310,L008003,2025-06-01,6,0
P0012311,L008003,2025-07-01,0,0
P0012312,L008003,2025-07-31,2,0
P0012313,L008005,2023-06-20,0,0
P0012314,L008006,2024-06-24,0,0
P0012315,L008007,2022-10-15,30,0
P0012316,L008007,2022-11-14,48,0
P0012317,L008007,2022-12-14,76,0
P0012318,L008007,2023-01-13,109,1
P0012319,L008007,2023-02-12,136,1
P0012320,L008007,2023-03-14,153,1
P0012321,L008007,2023-04-13,172,1
P0012322,L008008,2023-02-28,15,0
P0012323,L008008,2023-03-30,41,0
P0012324,L008008,2023-04-29,70,0
P0012325,L008009,2023-11-03,7,0
P0012326,L008009,2023-12-03,1,0
P0012327,L008009,2024-01-02,7,0
P0012328,L008010,2024-04-30,0,0
P0012329,L008012,2023-08-06,1,0
P0012330,L008013,2022-12-10,6,0
P0012331,L008013,2023-01-09,7,0
P0012332,L008015,2021-03-27,20,0
P0012333,L008015,2021-04-26,47,0
P0012334,L008015,2021-05-26,84,0
P0012335,L008015,2021-06-25,108,1
P0012336,L008015,2021-07-25,128,1
P0012337,L008015,2021-08-24,145,1
P0012338,L008016,2025-06-09,0,0
P0012339,L008016,2025-07-09,15,0
P0012340,L008017,2024-06-02,28,0
P0012341,L008017,2024-07-02,51,0
P0012342,L008017,2024-08-01,66,0
P0012343,L008017,2024-08-31,89,0
P0012344,L008017,2024-09-30,125,1
P0012345,L008017,2024-10-30,142,1
P0012346,L008017,2024-11-29,158,1
P0012347,L008020,2023-04-14,9,0
P0012348,L008020,2023-05-14,11,0
P0012349,L008021,2024-08-26,9,0
P0012350,L008023,2023-03-15,0,0
P0012351,L008023,2023-04-14,12,0
P0012352,L008023,2023-05-14,16,0
P0012353,L008025,2021-04-11,35,0
P0012354,L008025,2021-05-11,72,0
P0012355,L008025,2021-06-10,101,1
P0012356,L008027,2023-03-22,13,0
P0012357,L008029,2022-08-18,18,0
P0012358,L008030,2022-10-17,7,0
P0012359,L008030,2022-11-16,2,0
P0012360,L008031,2021-11-18,0,0
P0012361,L008032,2021-08-05,4,0
P0012362,L008032,2021-09-04,6,0
P0012363,L008032,2021-10-04,1,0
P0012364,L008036,2025-11-05,0,0
P0012365,L008036,2025-12-05,5,0
P0012366,L008036,2026-01-04,13,0
P0012367,L008038,2022-08-15,0,0
P0012368,L008038,2022-09-14,0,0
P0012369,L008039,2025-09-19,0,0
P0012370,L008039,2025-10-19,4,0
P0012371,L008039,2025-11-18,15,0
P0012372,L008041,2023-08-04,9,0
P0012373,L008041,2023-09-03,0,0
P0012374,L008045,2025-05-24,26,0
P0012375,L008045,2025-06-23,49,0
P0012376,L008045,2025-07-23,91,1
P0012377,L008045,2025-08-22,122,1
P0012378,L008045,2025-09-21,141,1
P0012379,L008045,2025-10-21,166,1
P0012380,L008045,2025-11-20,180,1
P0012381,L008046,2021-02-21,41,0
P0012382,L008046,2021-03-23,84,0
P0012383,L008046,2021-04-22,122,1
P0012384,L008046,2021-05-22,143,1
P0012385,L008047,2021-03-15,16,0
P0012386,L008047,2021-04-14,0,0
P0012387,L008047,2021-05-14,2,0
P0012388,L008049,2022-04-29,0,0
P0012389,L008049,2022-05-29,0,0
P0012390,L008052,2023-07-07,0,0
P0012391,L008054,2021-05-31,12,0
P0012392,L008055,2025-05-12,27,0
P0012393,L008055,2025-06-11,44,0
P0012394,L008055,2025-07-11,75,0
P0012395,L008056,2023-03-11,14,0
P0012396,L008058,2023-10-20,15,0
P0012397,L008058,2023-11-19,50,0
P0012398,L008058,2023-12-19,67,0
P0012399,L008058,2024-01-18,83,0
P0012400,L008058,2024-02-17,118,1
P0012401,L008058,2024-03-18,138,1
P0012402,L008060,2025-10-11,0,0
P0012403,L008063,2025-01-18,28,0
P0012404,L008063,2025-02-17,67,0
P0012405,L008063,2025-03-19,82,0
P0012406,L008063,2025-04-18,126,1
P0012407,L008063,2025-05-18,142,1
P0012408,L008063,2025-06-17,170,1
P0012409,L008063,2025-07-17,180,1
P0012410,L008064,2025-07-13,0,0
P0012411,L008065,2021-03-24,22,0
P0012412,L008065,2021-04-23,54,0
P0012413,L008065,2021-05-23,84,0
P0012414,L008065,2021-06-22,120,1
P0012415,L008065,2021-07-22,135,1
P0012416,L008065,2021-08-21,151,1
P0012417,L008065,2021-09-20,179,1
P0012418,L008066,2022-03-13,0,0
P0012419,L008068,2023-06-17,0,0
P0012420,L008071,2024-10-12,17,0
P0012421,L008071,2024-11-11,48,0
P0012422,L008071,2024-12-11,68,0
P0012423,L008071,2025-01-10,101,1
P0012424,L008071,2025-02-09,124,1
P0012425,L008071,2025-03-11,141,1
P0012426,L008071,2025-04-10,175,1
P0012427,L008071,2025-05-10,180,1
P0012428,L008075,2024-04-18,41,0
P0012429,L008075,2024-05-18,74,0
P0012430,L008075,2024-06-17,102,1
P0012431,L008075,2024-07-17,142,1
P0012432,L008075,2024-08-16,165,1
P0012433,L008075,2024-09-15,180,1
P0012434,L008075,2024-10-15,180,1
P0012435,L008078,2025-04-23,26,0
P0012436,L008078,2025-05-23,65,0
P0012437,L008078,2025-06-22,89,0
P0012438,L008078,2025-07-22,109,1
P0012439,L008078,2025-08-21,150,1
P0012440,L008080,2023-06-14,37,0
P0012441,L008080,2023-07-14,80,0
P0012442,L008080,2023-08-13,121,1
P0012443,L008080,2023-09-12,165,1
P0012444,L008081,2023-11-13,22,0
P0012445,L008081,2023-12-13,47,0
P0012446,L008081,2024-01-12,75,0
P0012447,L008081,2024-02-11,114,1
P0012448,L008081,2024-03-12,148,1
P0012449,L008081,2024-04-11,180,1
P0012450,L008081,2024-05-11,180,1
P0012451,L008082,2024-01-15,17,0
P0012452,L008082,2024-02-14,52,0
P0012453,L008082,2024-03-15,75,0
P0012454,L008082,2024-04-14,91,1
P0012455,L008082,2024-05-14,113,1
P0012456,L008082,2024-06-13,132,1
P0012457,L008082,2024-07-13,147,1
P0012458,L008082,2024-08-12,171,1
P0012459,L008087,2025-07-02,29,0
P0012460,L008087,2025-08-01,65,0
P0012461,L008087,2025-08-31,105,1
P0012462,L008087,2025-09-30,122,1
P0012463,L008090,2021-07-11,20,0
P0012464,L008090,2021-08-10,60,0
P0012465,L008090,2021-09-09,80,0
P0012466,L008090,2021-10-09,97,1
P0012467,L008090,2021-11-08,128,1
P0012468,L008090,2021-12-08,164,1
P0012469,L008090,2022-01-07,180,1
P0012470,L008091,2025-09-17,0,0
P0012471,L008093,2022-07-31,26,0
P0012472,L008093,2022-08-30,49,0
P0012473,L008093,2022-09-29,67,0
P0012474,L008093,2022-10-29,97,1
P0012475,L008093,2022-11-28,113,1
P0012476,L008093,2022-12-28,145,1
P0012477,L008093,2023-01-27,175,1
P0012478,L008093,2023-02-26,180,1
P0012479,L008094,2025-06-23,0,0
P0012480,L008094,2025-07-23,19,0
P0012481,L008094,2025-08-22,0,0
P0012482,L008096,2021-03-21,24,0
P0012483,L008096,2021-04-20,58,0
P0012484,L008096,2021-05-20,87,0
P0012485,L008096,2021-06-19,125,1
P0012486,L008096,2021-07-19,147,1
P0012487,L008099,2024-09-17,44,0
P0012488,L008099,2024-10-17,74,0
P0012489,L008099,2024-11-16,101,1
P0012490,L008099,2024-12-16,136,1
P0012491,L008099,2025-01-15,174,1
P0012492,L008099,2025-02-14,180,1
P0012493,L008099,2025-03-16,180,1
P0012494,L008101,2021-04-30,0,0
P0012495,L008102,2021-07-09,8,0
P0012496,L008102,2021-08-08,0,0
P0012497,L008102,2021-09-07,0,0
P0012498,L008103,2023-05-10,17,0
P0012499,L008104,2025-11-07,14,0
P0012500,L008105,2024-03-19,21,0
P0012501,L008105,2024-04-18,48,0
P0012502,L008105,2024-05-18,68,0
P0012503,L008105,2024-06-17,108,1
P0012504,L008105,2024-07-17,144,1
P0012505,L008105,2024-08-16,180,1
P0012506,L008105,2024-09-15,180,1
P0012507,L008106,2025-07-02,0,0
P0012508,L008106,2025-08-01,2,0
P0012509,L008106,2025-08-31,5,0
P0012510,L008108,2021-12-07,0,0
P0012511,L008108,2022-01-06,16,0
P0012512,L008109,2025-04-05,19,0
P0012513,L008109,2025-05-05,36,0
P0012514,L008109,2025-06-04,55,0
P0012515,L008109,2025-07-04,99,1
P0012516,L008109,2025-08-03,117,1
P0012517,L008109,2025-09-02,145,1
P0012518,L008109,2025-10-02,179,1
P0012519,L008109,2025-11-01,180,1
P0012520,L008110,2022-05-22,10,0
P0012521,L008112,2021-01-31,1,0
P0012522,L008114,2024-09-22,19,0
P0012523,L008115,2023-02-16,16,0
P0012524,L008115,2023-03-18,12,0
P0012525,L008117,2024-10-05,12,0
P0012526,L008118,2021-06-16,4,0
P0012527,L008118,2021-07-16,12,0
P0012528,L008119,2025-02-26,34,0
P0012529,L008119,2025-03-28,73,0
P0012530,L008119,2025-04-27,102,1
P0012531,L008119,2025-05-27,122,1
P0012532,L008119,2025-06-26,156,1
P0012533,L008119,2025-07-26,180,1
P0012534,L008119,2025-08-25,180,1
P0012535,L008119,2025-09-24,180,1
P0012536,L008120,2021-12-21,18,0
P0012537,L008122,2024-11-07,7,0
P0012538,L008126,2024-11-27,17,0
P0012539,L008127,2021-11-05,27,0
P0012540,L008127,2021-12-05,60,0
P0012541,L008127,2022-01-04,95,1
P0012542,L008130,2022-05-28,12,0
P0012543,L008131,2022-06-28,36,0
P0012544,L008131,2022-07-28,52,0
P0012545,L008131,2022-08-27,85,0
P0012546,L008131,2022-09-26,104,1
P0012547,L008131,2022-10-26,119,1
P0012548,L008131,2022-11-25,145,1
P0012549,L008131,2022-12-25,177,1
P0012550,L008132,2022-04-20,17,0
P0012551,L008133,2025-07-12,14,0
P0012552,L008135,2021-10-03,24,0
P0012553,L008135,2021-11-02,46,0
P0012554,L008135,2021-12-02,71,0
P0012555,L008135,2022-01-01,89,0
P0012556,L008135,2022-01-31,119,1
P0012557,L008135,2022-03-02,158,1
P0012558,L008135,2022-04-01,180,1
P0012559,L008135,2022-05-01,180,1
P0012560,L008136,2023-10-07,4,0
P0012561,L008137,2022-03-27,0,0
P0012562,L008137,2022-04-26,16,0
P0012563,L008139,2025-11-29,14,0
P0012564,L008139,2025-12-29,12,0
P0012565,L008139,2026-01-28,0,0
P0012566,L008140,2025-11-28,7,0
P0012567,L008141,2024-02-03,22,0
P0012568,L008141,2024-03-04,41,0
P0012569,L008141,2024-04-03,63,0
P0012570,L008141,2024-05-03,89,0
P0012571,L008141,2024-06-02,113,1
P0012572,L008141,2024-07-02,156,1
P0012573,L008142,2021-08-01,17,0
P0012574,L008142,2021-08-31,49,0
P0012575,L008142,2021-09-30,74,0
P0012576,L008142,2021-10-30,91,1
P0012577,L008142,2021-11-29,106,1
P0012578,L008143,2024-08-19,0,0
P0012579,L008143,2024-09-18,0,0
P0012580,L008143,2024-10-18,0,0
P0012581,L008144,2022-12-08,14,0
P0012582,L008145,2021-07-13,9,0
P0012583,L008145,2021-08-12,9,0
P0012584,L008145,2021-09-11,13,0
P0012585,L008147,2024-02-09,28,0
P0012586,L008147,2024-03-10,61,0
P0012587,L008147,2024-04-09,101,1
P0012588,L008148,2023-05-13,0,0
P0012589,L008149,2022-12-28,3,0
P0012590,L008149,2023-01-27,0,0
P0012591,L008149,2023-02-26,0,0
P0012592,L008151,2021-10-16,29,0
P0012593,L008151,2021-11-15,66,0
P0012594,L008151,2021-12-15,110,1
P0012595,L008151,2022-01-14,138,1
P0012596,L008151,2022-02-13,168,1
P0012597,L008151,2022-03-15,180,1
P0012598,L008151,2022-04-14,180,1
P0012599,L008151,2022-05-14,180,1
P0012600,L008153,2023-01-29,0,0
P0012601,L008154,2021-11-21,25,0
P0012602,L008154,2021-12-21,63,0
P0012603,L008154,2022-01-20,92,1
P0012604,L008154,2022-02-19,131,1
P0012605,L008154,2022-03-21,147,1
P0012606,L008154,2022-04-20,180,1
P0012607,L008154,2022-05-20,180,1
P0012608,L008160,2025-02-03,0,0
P0012609,L008162,2021-09-21,15,0
P0012610,L008162,2021-10-21,41,0
P0012611,L008162,2021-11-20,73,0
P0012612,L008162,2021-12-20,114,1
P0012613,L008162,2022-01-19,142,1
P0012614,L008162,2022-02-18,173,1
P0012615,L008162,2022-03-20,180,1
P0012616,L008162,2022-04-19,180,1
P0012617,L008163,2025-07-26,0,0
P0012618,L008166,2022-09-23,2,0
P0012619,L008167,2024-11-18,10,0
P0012620,L008169,2024-01-06,0,0
P0012621,L008170,2021-06-23,12,0
P0012622,L008171,2022-04-25,10,0
P0012623,L008171,2022-05-25,4,0
P0012624,L008174,2025-12-28,29,0
P0012625,L008174,2026-01-27,71,0
P0012626,L008174,2026-02-26,112,1
P0012627,L008174,2026-03-28,147,1
P0012628,L008174,2026-04-27,162,1
P0012629,L008174,2026-05-27,180,1
P0012630,L008174,2026-06-26,180,1
P0012631,L008174,2026-07-26,180,1
P0012632,L008175,2025-09-23,19,0
P0012633,L008177,2025-12-24,17,0
P0012634,L008177,2026-01-23,0,0
P0012635,L008177,2026-02-22,5,0
P0012636,L008178,2022-07-09,0,0
P0012637,L008178,2022-08-08,14,0
P0012638,L008179,2024-06-21,26,0
P0012639,L008179,2024-07-21,59,0
P0012640,L008179,2024-08-20,100,1
P0012641,L008179,2024-09-19,126,1
P0012642,L008186,2022-12-02,14,0
P0012643,L008188,2024-09-04,0,0
P0012644,L008188,2024-10-04,10,0
P0012645,L008189,2024-04-28,0,0
P0012646,L008192,2025-12-19,1,0
P0012647,L008192,2026-01-18,18,0
P0012648,L008192,2026-02-17,0,0
P0012649,L008193,2022-03-04,4,0
P0012650,L008196,2023-03-05,0,0
P0012651,L008196,2023-04-04,0,0
P0012652,L008196,2023-05-04,13,0
P0012653,L008197,2024-07-31,28,0
P0012654,L008197,2024-08-30,61,0
P0012655,L008197,2024-09-29,98,1
P0012656,L008197,2024-10-29,115,1
P0012657,L008197,2024-11-28,156,1
P0012658,L008197,2024-12-28,180,1
P0012659,L008197,2025-01-27,180,1
P0012660,L008198,2024-06-28,8,0
P0012661,L008200,2021-03-05,10,0
P0012662,L008200,2021-04-04,13,0
P0012663,L008200,2021-05-04,8,0
P0012664,L008204,2023-03-05,7,0
P0012665,L008204,2023-04-04,4,0
P0012666,L008205,2021-04-03,24,0
P0012667,L008205,2021-05-03,41,0
P0012668,L008205,2021-06-02,58,0
P0012669,L008205,2021-07-02,75,0
P0012670,L008206,2022-08-18,31,0
P0012671,L008206,2022-09-17,60,0
P0012672,L008206,2022-10-17,87,0
P0012673,L008207,2024-10-12,6,0
P0012674,L008207,2024-11-11,8,0
P0012675,L008208,2022-06-17,10,0
P0012676,L008208,2022-07-17,7,0
P0012677,L008209,2026-01-18,26,0
P0012678,L008209,2026-02-17,57,0
P0012679,L008209,2026-03-19,73,0
P0012680,L008209,2026-04-18,108,1
P0012681,L008209,2026-05-18,138,1
P0012682,L008209,2026-06-17,166,1
P0012683,L008209,2026-07-17,180,1
P0012684,L008210,2023-07-14,17,0
P0012685,L008211,2025-07-19,8,0
P0012686,L008211,2025-08-18,0,0
P0012687,L008211,2025-09-17,6,0
P0012688,L008212,2023-08-01,0,0
P0012689,L008212,2023-08-31,13,0
P0012690,L008213,2021-06-17,22,0
P0012691,L008213,2021-07-17,40,0
P0012692,L008213,2021-08-16,71,0
P0012693,L008213,2021-09-15,105,1
P0012694,L008213,2021-10-15,145,1
P0012695,L008213,2021-11-14,176,1
P0012696,L008216,2022-06-02,3,0
P0012697,L008216,2022-07-02,9,0
P0012698,L008218,2024-03-21,0,0
P0012699,L008220,2021-07-01,23,0
P0012700,L008220,2021-07-31,38,0
P0012701,L008220,2021-08-30,70,0
P0012702,L008220,2021-09-29,103,1
P0012703,L008220,2021-10-29,122,1
P0012704,L008220,2021-11-28,150,1
P0012705,L008220,2021-12-28,180,1
