loan_id,borrower_id,loan_amount,term_months,interest_rate,benchmark_rate,purpose,origination_date,status,default_flag,interest_spread
L002776,B017263,54000,60,12.61,7.15,Home Improvement,2023-08-12,Active,0,5.46
L002777,B004870,117200,24,20.06,5.18,Education,2021-10-02,Active,0,14.88
L002778,B008462,240900,36,23.45,6.31,Auto,2022-12-17,Closed,0,17.14
L002779,B005321,58200,48,9.82,5.08,Home Improvement,2021-12-21,Closed,0,4.74
L002780,B017301,175700,12,11.14,4.54,Auto,2021-03-30,Active,0,6.6
L002781,B010888,461200,60,8.66,6.98,Medical,2024-05-25,Closed,0,1.68
L002782,B012011,780200,36,16.2,6.3,Debt Consolidation,2022-12-19,Active,0,9.9
L002783,B009445,473400,12,10.55,6.92,Home Improvement,2023-12-09,Closed,0,3.63
L002784,B002429,184800,36,16.72,4.67,Medical,2021-06-26,Default,1,12.05
L002785,B014876,126800,36,17.77,6.48,Personal,2023-01-27,Default,1,11.29
L002786,B013292,321400,12,6.45,6.93,Auto,2025-01-02,Active,0,-0.48
L002787,B005500,288700,48,19.69,6.99,Education,2025-07-15,Active,0,12.7
L002788,B007479,272200,24,16.8,6.96,Personal,2024-03-20,Closed,0,9.84
L002789,B011442,190100,12,10.8,6.59,Education,2023-03-21,Closed,0,4.21
L002790,B015140,113900,24,18.8,7.06,Business,2025-10-14,Active,0,11.74
L002791,B003510,170000,48,16.7,5.13,Business,2021-12-03,Active,0,11.57
L002792,B009814,128900,24,18.68,7.03,Personal,2023-06-26,Default,1,11.65
L002793,B015766,123400,48,9.98,7.15,Debt Consolidation,2025-03-11,Closed,0,2.83
L002794,B010672,536400,48,17.01,6.81,Debt Consolidation,2024-09-08,Active,0,10.2
L002795,B000287,42400,24,12.01,6.77,Auto,2025-09-29,Active,0,5.24
L002796,B009291,117000,36,11.88,6.87,Home Improvement,2023-10-07,Active,0,5.01
L002797,B015318,49800,36,9.16,7.0,Education,2025-04-19,Closed,0,2.16
L002798,B007533,197500,60,13.36,5.84,Home Improvement,2022-07-08,Active,0,7.52
L002799,B011692,347600,36,15.17,6.9,Debt Consolidation,2024-10-25,Active,0,8.27
L002800,B008642,1298300,36,10.82,6.49,Medical,2023-02-01,Closed,0,4.33
L002801,B003235,75200,24,10.36,6.89,Auto,2025-09-02,Closed,0,3.47
L002802,B005378,292900,36,7.01,4.91,Education,2021-12-16,Active,0,2.1
L002803,B010925,156500,36,14.63,5.46,Personal,2022-05-22,Active,0,9.17
L002804,B005878,55700,36,14.63,7.08,Medical,2025-04-08,Default,1,7.55
L002805,B011168,606800,24,14.78,4.67,Debt Consolidation,2021-10-07,Closed,0,10.11
L002806,B010859,276200,24,9.2,7.16,Business,2024-03-24,Closed,0,2.04
L002807,B001707,44200,36,11.89,7.01,Business,2024-09-21,Active,0,4.88
L002808,B017679,403500,24,20.14,6.86,Medical,2025-12-12,Closed,0,13.28
L002809,B014236,113700,24,12.05,6.97,Debt Consolidation,2025-03-25,Active,0,5.08
L002810,B014462,342500,36,11.71,6.85,Personal,2025-09-23,Closed,0,4.86
L002811,B012435,328200,12,8.39,7.24,Auto,2025-12-09,Closed,0,1.15
L002812,B010894,214700,48,14.99,6.94,Medical,2025-07-17,Default,1,8.05
L002813,B009907,459300,36,7.38,6.44,Personal,2023-03-07,Closed,0,0.94
L002814,B004425,340900,36,9.29,7.4,Medical,2023-10-06,Active,0,1.89
L002815,B001911,74600,60,25.91,6.06,Personal,2022-09-22,Default,1,19.85
L002816,B016460,164800,48,12.59,6.1,Education,2022-08-31,Closed,0,6.49
L002817,B016201,296000,36,13.42,7.02,Medical,2024-05-16,Closed,0,6.4
L002818,B016716,84000,36,8.7,5.14,Debt Consolidation,2021-12-03,Active,0,3.56
L002819,B009980,70800,48,13.86,5.15,Debt Consolidation,2021-11-14,Active,0,8.71
L002820,B006972,172300,24,15.65,7.13,Debt Consolidation,2024-08-13,Closed,0,8.52
L002821,B009335,415100,60,22.66,3.89,Debt Consolidation,2021-01-05,Active,0,18.77
L002822,B006351,783400,36,10.45,4.39,Medical,2021-05-05,Default,1,6.06
L002823,B016466,401500,48,16.4,7.0,Debt Consolidation,2023-08-13,Closed,0,9.4
L002824,B007888,126900,36,9.24,6.95,Debt Consolidation,2024-07-06,Active,0,2.29
L002825,B008028,320300,24,21.42,7.2,Business,2024-03-05,Closed,0,14.22
L002826,B013704,541500,36,18.88,6.81,Education,2023-03-12,Active,0,12.07
L002827,B017339,487600,12,18.18,6.64,Education,2023-07-09,Closed,0,11.54
L002828,B006921,604000,48,10.68,7.11,Business,2025-11-01,Active,0,3.57
L002829,B017125,157100,36,15.85,5.22,Education,2021-12-15,Closed,0,10.63
L002830,B015686,94200,48,15.41,5.9,Personal,2022-07-09,Default,1,9.51
L002831,B007562,171100,36,15.74,7.07,Education,2024-03-05,Active,0,8.67
L002832,B012947,225900,48,11.17,5.95,Home Improvement,2022-09-06,Closed,0,5.22
L002833,B016652,448100,48,10.34,5.69,Personal,2022-03-18,Active,0,4.65
L002834,B012596,495800,60,23.11,6.17,Home Improvement,2023-02-24,Active,0,16.94
L002835,B015515,34500,48,13.05,6.16,Business,2023-01-19,Active,0,6.89
L002836,B015086,272300,48,13.75,6.82,Business,2024-04-17,Active,0,6.93
L002837,B017864,253300,36,17.95,5.87,Home Improvement,2022-07-12,Closed,0,12.08
L002838,B003403,365500,24,11.61,6.88,Personal,2023-08-02,Closed,0,4.73
L002839,B005848,111700,48,23.55,4.83,Education,2021-09-07,Closed,0,18.72
L002840,B012252,68500,36,18.12,6.88,Education,2024-12-29,Default,1,11.24
L002841,B015944,362600,48,11.58,6.85,Business,2025-03-21,Active,0,4.73
L002842,B017233,451600,60,27.58,6.55,Auto,2023-01-29,Active,0,21.03
L002843,B017573,145300,36,15.78,7.08,Medical,2024-01-15,Active,0,8.7
L002844,B006586,304900,12,27.26,7.33,Education,2024-08-27,Default,1,19.93
L002845,B006904,179200,60,9.51,7.04,Debt Consolidation,2024-03-28,Active,0,2.47
L002846,B011552,289300,12,8.07,6.93,Debt Consolidation,2025-08-10,Active,0,1.14
L002847,B011410,99900,48,17.19,6.93,Debt Consolidation,2025-10-23,Active,0,10.26
L002848,B004351,109900,60,19.86,6.7,Debt Consolidation,2023-10-16,Closed,0,13.16
L002849,B004633,143300,60,12.55,4.37,Home Improvement,2021-03-28,Closed,0,8.18
L002850,B006171,816200,24,16.0,5.24,Business,2022-01-06,Active,0,10.76
L002851,B013672,699800,60,14.47,5.33,Personal,2022-02-17,Active,0,9.14
L002852,B000378,218500,60,19.34,7.01,Personal,2024-04-20,Active,0,12.33
L002853,B004422,80000,24,15.1,5.1,Medical,2022-01-14,Closed,0,10.0
L002854,B001202,293800,48,15.58,6.66,Auto,2023-08-27,Active,0,8.92
L002855,B013661,96300,60,18.46,6.97,Auto,2025-03-19,Closed,0,11.49
L002856,B010261,635900,24,11.63,6.95,Auto,2025-05-12,Active,0,4.68
L002857,B014454,200800,24,11.7,7.04,Home Improvement,2024-02-22,Default,1,4.66
L002858,B002268,175700,36,10.31,6.85,Medical,2023-05-14,Closed,0,3.46
L002859,B010598,108900,24,10.23,6.37,Personal,2022-12-19,Active,0,3.86
L002860,B011424,65500,36,14.16,4.8,Education,2021-10-02,Closed,0,9.36
L002861,B002560,56400,24,10.39,5.41,Business,2021-12-05,Active,0,4.98
L002862,B016456,238300,60,13.47,7.17,Debt Consolidation,2024-10-06,Closed,0,6.3
L002863,B007665,57200,48,11.58,6.86,Auto,2025-03-15,Closed,0,4.72
L002864,B003320,149700,36,12.25,6.96,Debt Consolidation,2023-04-20,Active,0,5.29
L002865,B013855,86900,60,14.48,7.06,Auto,2025-03-28,Active,0,7.42
L002866,B013220,330000,60,16.22,6.62,Auto,2023-05-19,Active,0,9.6
L002867,B008163,80700,24,12.94,7.11,Home Improvement,2023-06-12,Active,0,5.83
L002868,B003510,215900,24,14.58,6.93,Home Improvement,2025-06-04,Default,1,7.65
L002869,B005933,99600,12,9.89,6.94,Business,2025-08-04,Active,0,2.95
L002870,B002225,212000,12,13.0,6.97,Home Improvement,2024-03-26,Default,1,6.03
L002871,B016635,487400,36,10.45,7.02,Auto,2023-11-14,Default,1,3.43
L002872,B017834,62200,36,21.43,6.96,Debt Consolidation,2025-04-03,Default,1,14.47
L002873,B000393,127800,36,19.33,7.14,Debt Consolidation,2023-09-10,Active,0,12.19
L002874,B015862,413100,36,24.05,6.9,Business,2023-03-18,Active,0,17.15
L002875,B016033,46100,48,15.28,5.31,Auto,2022-02-18,Closed,0,9.97
L002876,B013689,207500,24,14.21,6.77,Home Improvement,2025-10-05,Default,1,7.44
L002877,B001359,277200,60,12.9,4.4,Debt Consolidation,2021-05-24,Active,0,8.5
L002878,B007511,104000,48,13.87,3.93,Education,2021-01-22,Active,0,9.94
L002879,B002864,124700,60,11.18,6.73,Medical,2023-05-06,Closed,0,4.45
L002880,B016419,59800,12,6.0,4.18,Business,2021-04-29,Closed,0,1.82
L002881,B014385,138300,48,21.74,7.07,Home Improvement,2023-09-17,Default,1,14.67
L002882,B003482,511400,24,26.04,6.79,Medical,2024-02-01,Closed,0,19.25
L002883,B001267,36200,24,9.62,6.83,Business,2023-10-14,Default,1,2.79
L002884,B015711,824100,36,18.79,7.24,Education,2025-08-25,Active,0,11.55
L002885,B015184,259400,60,22.62,6.78,Business,2024-11-05,Default,1,15.84
L002886,B008579,212600,48,7.11,6.81,Business,2023-08-11,Active,0,0.3
L002887,B009455,227800,24,11.42,7.23,Home Improvement,2023-08-28,Active,0,4.19
L002888,B014231,482600,36,16.66,6.98,Debt Consolidation,2023-12-18,Active,0,9.68
L002889,B013723,392500,24,17.1,6.83,Home Improvement,2025-04-22,Active,0,10.27
L002890,B007060,253900,36,16.69,6.64,Education,2023-05-01,Closed,0,10.05
L002891,B005952,425200,36,22.57,5.38,Medical,2021-10-23,Closed,0,17.19
L002892,B006361,121500,48,14.38,4.33,Debt Consolidation,2021-03-04,Default,1,10.05
L002893,B014951,214200,12,9.67,7.04,Medical,2024-07-31,Active,0,2.63
L002894,B011486,185300,48,10.48,6.09,Personal,2022-08-22,Active,0,4.39
L002895,B006947,476100,60,16.03,6.92,Auto,2023-06-25,Active,0,9.11
L002896,B008894,231100,12,12.76,7.02,Home Improvement,2025-04-21,Closed,0,5.74
L002897,B012323,124200,24,16.82,7.07,Personal,2025-07-01,Closed,0,9.75
L002898,B003221,302500,12,20.74,6.91,Auto,2023-12-19,Default,1,13.83
L002899,B013920,932600,12,9.11,6.67,Debt Consolidation,2023-03-21,Closed,0,2.44
L002900,B007909,122600,48,13.1,6.05,Business,2022-07-08,Closed,0,7.05
L002901,B006936,140400,60,19.23,6.83,Business,2024-09-14,Default,1,12.4
L002902,B001099,225300,36,12.13,6.92,Education,2024-04-15,Active,0,5.21
L002903,B004030,481400,48,20.0,6.52,Auto,2023-03-08,Closed,0,13.48
L002904,B015158,85500,36,15.26,7.11,Home Improvement,2023-11-17,Active,0,8.15
L002905,B013927,130700,48,8.05,7.17,Education,2025-03-07,Active,0,0.88
L002906,B014954,232300,36,11.06,5.63,Auto,2022-07-18,Closed,0,5.43
L002907,B007242,213000,12,10.43,6.95,Business,2024-09-09,Closed,0,3.48
L002908,B016366,64900,36,11.44,6.78,Home Improvement,2023-05-30,Closed,0,4.66
L002909,B010388,261700,24,25.57,7.07,Education,2024-07-18,Active,0,18.5
L002910,B011310,172100,48,19.17,7.0,Debt Consolidation,2024-01-30,Active,0,12.17
L002911,B006061,324100,24,16.22,6.62,Home Improvement,2023-01-29,Active,0,9.6
L002912,B007201,160700,36,17.07,4.4,Business,2021-02-05,Active,0,12.67
L002913,B009821,825300,48,15.56,3.79,Education,2021-02-04,Active,0,11.77
L002914,B016664,108600,24,18.16,4.08,Debt Consolidation,2021-05-02,Active,0,14.08
L002915,B006775,162500,36,7.52,7.0,Business,2025-03-01,Active,0,0.52
L002916,B011893,106500,60,13.03,6.9,Debt Consolidation,2023-05-14,Active,0,6.13
L002917,B012203,444200,24,17.36,6.87,Home Improvement,2024-02-02,Active,0,10.49
L002918,B003206,215600,36,9.08,6.03,Education,2022-09-09,Closed,0,3.05
L002919,B013636,221700,12,16.53,7.04,Education,2024-01-05,Closed,0,9.49
L002920,B011737,363900,48,15.43,4.02,Business,2021-03-09,Active,0,11.41
L002921,B001742,189700,24,10.87,5.4,Personal,2022-02-17,Closed,0,5.47
L002922,B006123,451000,24,26.87,7.1,Education,2025-10-29,Closed,0,19.77
L002923,B013678,253100,48,16.96,5.81,Debt Consolidation,2022-07-04,Closed,0,11.15
L002924,B005368,613100,60,9.81,6.77,Business,2024-07-29,Active,0,3.04
L002925,B013670,297900,36,8.64,6.86,Debt Consolidation,2025-04-19,Closed,0,1.78
L002926,B015546,194300,24,10.48,7.01,Auto,2023-06-15,Closed,0,3.47
L002927,B005101,419400,36,8.09,7.27,Home Improvement,2025-11-20,Closed,0,0.82
L002928,B007699,122500,36,15.88,7.06,Education,2023-11-02,Active,0,8.82
L002929,B017262,84300,24,27.63,5.83,Education,2022-07-24,Active,0,21.8
L002930,B015299,51700,12,14.76,7.03,Business,2024-01-05,Active,0,7.73
L002931,B016402,257400,60,6.52,6.96,Personal,2025-10-27,Closed,0,-0.44
L002932,B002499,598900,36,14.98,7.05,Auto,2023-10-17,Active,0,7.93
L002933,B013358,92200,24,6.5,6.71,Personal,2023-03-15,Active,0,-0.21
L002934,B010011,351700,36,12.95,6.72,Medical,2023-06-20,Default,1,6.23
L002935,B011715,532300,60,15.29,4.63,Business,2021-05-16,Active,0,10.66
L002936,B002654,538700,12,23.61,6.96,Business,2023-04-04,Default,1,16.65
L002937,B005029,286100,48,18.88,6.82,Personal,2024-04-28,Active,0,12.06
L002938,B002764,185100,12,8.54,6.9,Auto,2025-10-14,Closed,0,1.64
L002939,B017466,206600,24,11.0,6.17,Auto,2022-09-21,Active,0,4.83
L002940,B009822,1841000,36,27.06,6.95,Medical,2025-04-27,Default,1,20.11
L002941,B005608,442800,36,18.68,3.97,Education,2021-02-14,Closed,0,14.71
L002942,B000023,1520300,12,16.23,4.73,Home Improvement,2021-10-22,Closed,0,11.5
L002943,B017218,245200,12,10.38,5.71,Debt Consolidation,2022-06-12,Active,0,4.67
L002944,B010530,211000,36,11.49,6.81,Medical,2024-10-24,Active,0,4.68
L002945,B014984,465000,36,20.23,5.09,Home Improvement,2021-11-02,Active,0,15.14
L002946,B017070,97200,24,18.14,7.0,Home Improvement,2023-08-16,Default,1,11.14
L002947,B000334,296100,24,7.47,7.26,Medical,2024-07-14,Active,0,0.21
L002948,B006793,261400,12,17.46,7.18,Education,2024-06-15,Active,0,10.28
L002949,B007734,301500,60,9.58,6.99,Home Improvement,2025-04-03,Closed,0,2.59
L002950,B006827,109400,48,15.99,7.18,Home Improvement,2023-07-10,Default,1,8.81
L002951,B008758,88300,24,8.17,6.91,Auto,2025-08-22,Active,0,1.26
L002952,B005527,224400,36,22.12,6.68,Auto,2023-05-01,Active,0,15.44
L002953,B004392,318100,36,9.39,7.19,Medical,2023-11-17,Closed,0,2.2
L002954,B014338,825000,12,19.49,6.85,Personal,2023-02-19,Active,0,12.64
L002955,B004822,158800,48,16.56,6.21,Debt Consolidation,2022-09-15,Active,0,10.35
L002956,B002617,163500,36,22.11,6.82,Business,2024-06-03,Active,0,15.29
L002957,B005197,198100,60,9.52,6.81,Auto,2023-08-09,Active,0,2.71
L002958,B002203,656500,24,6.68,7.11,Medical,2024-06-09,Active,0,-0.43
L002959,B016056,1241500,60,16.42,5.67,Personal,2022-07-03,Closed,0,10.75
L002960,B014782,381000,24,11.46,6.87,Medical,2024-06-06,Active,0,4.59
L002961,B014137,275900,36,19.21,6.59,Medical,2023-03-07,Active,0,12.62
L002962,B010635,526400,36,7.84,4.89,Home Improvement,2021-10-29,Closed,0,2.95
L002963,B017276,181900,48,14.41,7.28,Education,2025-12-01,Default,1,7.13
L002964,B002998,97200,60,17.89,4.7,Personal,2021-05-18,Closed,0,13.19
L002965,B002047,83000,12,13.84,7.25,Education,2025-05-29,Closed,0,6.59
L002966,B007559,837700,36,12.16,6.96,Auto,2025-01-15,Active,0,5.2
L002967,B011441,167700,36,10.92,6.25,Debt Consolidation,2022-08-28,Active,0,4.67
L002968,B015017,138400,12,12.4,6.98,Business,2023-08-03,Default,1,5.42
L002969,B002286,90200,36,13.37,4.3,Medical,2021-03-01,Closed,0,9.07
L002970,B017091,74300,36,22.51,7.12,Business,2024-06-02,Default,1,15.39
L002971,B003814,77400,24,9.98,5.17,Home Improvement,2022-01-21,Default,1,4.81
L002972,B009259,83500,48,9.37,7.12,Home Improvement,2025-02-09,Active,0,2.25
L002973,B000448,241800,60,16.9,6.96,Home Improvement,2024-08-24,Active,0,9.94
L002974,B004110,455400,24,14.78,7.09,Auto,2024-07-01,Active,0,7.69
L002975,B006196,87000,24,7.37,4.21,Education,2021-04-09,Closed,0,3.16
L002976,B000421,215200,12,7.93,6.47,Education,2022-12-30,Active,0,1.46
L002977,B009025,277000,48,26.48,6.57,Auto,2023-01-22,Closed,0,19.91
L002978,B015125,253400,36,17.26,7.11,Debt Consolidation,2025-05-27,Closed,0,10.15
L002979,B010935,209900,36,12.26,6.76,Debt Consolidation,2023-01-13,Closed,0,5.5
L002980,B012104,372400,60,11.79,6.03,Education,2022-07-08,Active,0,5.76
L002981,B001552,116900,12,11.65,6.9,Auto,2023-12-28,Closed,0,4.75
L002982,B014212,449900,36,26.33,6.88,Debt Consolidation,2025-11-28,Closed,0,19.45
L002983,B001264,997300,48,8.55,6.95,Home Improvement,2023-04-27,Active,0,1.6
L002984,B014326,317800,60,14.27,7.23,Debt Consolidation,2024-04-25,Default,1,7.04
L002985,B002095,530700,24,24.96,4.4,Medical,2021-08-11,Active,0,20.56
L002986,B010043,200500,48,17.31,6.7,Medical,2023-03-13,Closed,0,10.61
L002987,B002244,127300,48,10.43,3.96,Personal,2021-03-16,Active,0,6.47
L002988,B011419,673600,36,14.06,5.77,Personal,2022-06-01,Closed,0,8.29
L002989,B002308,336600,36,13.91,6.13,Business,2022-08-27,Closed,0,7.78
L002990,B002566,235300,36,13.4,7.01,Medical,2024-10-21,Default,1,6.39
L002991,B012778,46700,12,6.0,7.0,Personal,2023-12-09,Closed,0,-1.0
L002992,B014573,354700,48,14.31,6.55,Medical,2023-02-28,Active,0,7.76
L002993,B002023,110900,12,14.37,7.1,Home Improvement,2025-07-27,Active,0,7.27
L002994,B013916,423800,60,16.32,5.51,Business,2022-03-09,Active,0,10.81
L002995,B008572,891500,36,15.03,7.15,Medical,2024-05-23,Active,0,7.88
L002996,B009979,120700,36,22.04,5.02,Business,2021-10-17,Active,0,17.02
L002997,B008507,155100,12,11.09,6.83,Home Improvement,2025-05-17,Active,0,4.26
L002998,B000240,37900,12,11.77,5.86,Debt Consolidation,2022-10-12,Active,0,5.91
L002999,B002832,204900,36,13.2,5.27,Medical,2022-03-05,Active,0,7.93
L003000,B011009,128800,36,15.7,6.8,Medical,2023-05-11,Active,0,8.9
L003001,B002427,146600,24,22.89,5.45,Auto,2022-01-05,Default,1,17.44
L003002,B013204,169800,12,21.14,7.13,Home Improvement,2024-11-14,Active,0,14.01
L003003,B014991,1459600,36,9.24,7.28,Education,2024-03-02,Active,0,1.96
L003004,B004460,799800,24,17.12,7.1,Auto,2024-11-07,Default,1,10.02
L003005,B016245,73200,36,7.03,4.52,Home Improvement,2021-04-16,Closed,0,2.51
L003006,B010537,347600,60,13.6,5.53,Auto,2022-07-04,Closed,0,8.07
L003007,B016375,229700,36,11.92,6.78,Medical,2025-10-01,Active,0,5.14
L003008,B006316,545800,36,6.58,7.21,Personal,2024-03-22,Closed,0,-0.63
L003009,B016133,309300,24,21.06,7.03,Home Improvement,2025-02-23,Closed,0,14.03
L003010,B015367,913500,12,14.57,5.41,Auto,2022-03-10,Closed,0,9.16
L003011,B008049,137700,36,25.87,6.72,Business,2023-12-14,Closed,0,19.15
L003012,B003856,332500,12,12.98,5.2,Debt Consolidation,2021-12-02,Closed,0,7.78
L003013,B010126,164300,48,16.52,6.97,Home Improvement,2023-08-09,Active,0,9.55
L003014,B014618,170100,36,7.33,4.7,Debt Consolidation,2021-11-05,Active,0,2.63
L003015,B009082,59900,12,19.99,6.36,Debt Consolidation,2022-11-20,Active,0,13.63
L003016,B016796,199000,36,19.16,6.98,Business,2024-06-20,Active,0,12.18
L003017,B007873,160800,24,7.94,5.73,Business,2022-06-22,Active,0,2.21
L003018,B005408,102300,36,13.09,7.11,Debt Consolidation,2023-11-25,Active,0,5.98
L003019,B009021,87600,24,24.6,5.68,Home Improvement,2022-06-30,Closed,0,18.92
L003020,B005910,158400,36,8.64,3.96,Debt Consolidation,2021-02-16,Active,0,4.68
L003021,B005098,416300,24,11.96,6.62,Personal,2023-04-06,Closed,0,5.34
L003022,B005443,248700,48,18.2,7.13,Auto,2024-10-12,Closed,0,11.07
L003023,B005687,34900,36,14.35,6.08,Personal,2022-11-12,Closed,0,8.27
L003024,B014859,162900,24,16.0,6.08,Debt Consolidation,2022-09-21,Closed,0,9.92
L003025,B009478,229700,36,14.4,7.16,Auto,2023-08-03,Closed,0,7.24
L003026,B009273,1953600,36,25.25,6.84,Home Improvement,2023-05-12,Closed,0,18.41
L003027,B017628,628800,24,16.66,5.89,Medical,2022-08-24,Active,0,10.77
L003028,B016475,562600,12,17.23,7.09,Medical,2025-01-29,Active,0,10.14
L003029,B000280,724200,60,8.13,7.0,Auto,2025-10-11,Closed,0,1.13
L003030,B001076,106000,12,25.82,6.96,Education,2023-11-21,Active,0,18.86
L003031,B010167,518200,12,27.5,5.71,Education,2022-07-05,Active,0,21.79
L003032,B011369,463600,24,14.28,6.69,Auto,2023-03-28,Active,0,7.59
L003033,B002339,468700,48,20.15,5.71,Auto,2022-05-01,Active,0,14.44
L003034,B009994,131200,48,12.67,6.92,Debt Consolidation,2023-11-23,Active,0,5.75
L003035,B000640,603000,36,20.86,6.97,Business,2024-07-06,Default,1,13.89
L003036,B014310,195400,36,21.87,4.16,Personal,2021-01-09,Closed,0,17.71
L003037,B013729,80700,36,25.93,4.56,Home Improvement,2021-06-23,Closed,0,21.37
L003038,B006278,181300,12,7.68,6.98,Auto,2024-08-06,Closed,0,0.7
L003039,B010548,127000,36,18.45,6.8,Education,2024-11-20,Active,0,11.65
L003040,B004230,257900,36,17.37,7.01,Personal,2025-05-09,Default,1,10.36
L003041,B009465,627500,24,9.84,7.08,Home Improvement,2025-10-22,Active,0,2.76
L003042,B000785,1539600,24,20.25,6.95,Debt Consolidation,2024-08-07,Active,0,13.3
L003043,B001765,76200,24,10.24,6.45,Home Improvement,2023-01-08,Default,1,3.79
L003044,B003886,57200,24,17.51,6.34,Education,2023-01-04,Active,0,11.17
L003045,B013234,500600,36,13.84,5.74,Personal,2022-08-22,Closed,0,8.1
L003046,B002236,769500,48,12.19,6.56,Education,2023-05-21,Active,0,5.63
L003047,B012303,507700,36,19.47,7.14,Medical,2024-08-10,Active,0,12.33
L003048,B002672,237600,36,27.5,4.98,Medical,2021-08-02,Active,0,22.52
L003049,B012135,778800,48,12.43,5.59,Home Improvement,2022-02-27,Active,0,6.84
L003050,B008585,470100,36,16.33,6.89,Education,2025-06-19,Active,0,9.44
L003051,B015134,373300,12,14.07,5.7,Auto,2022-04-23,Closed,0,8.37
L003052,B000301,729400,36,10.96,6.92,Education,2025-10-07,Closed,0,4.04
L003053,B001331,250400,24,22.3,6.88,Business,2025-11-23,Default,1,15.42
L003054,B009366,66700,36,10.29,7.19,Auto,2025-01-31,Active,0,3.1
L003055,B002922,53400,48,8.8,6.82,Personal,2023-06-11,Default,1,1.98
L003056,B016190,113400,12,9.58,6.96,Education,2025-11-12,Default,1,2.62
L003057,B001515,295300,60,17.75,5.62,Auto,2022-05-21,Closed,0,12.13
L003058,B002264,135100,12,10.15,6.9,Home Improvement,2024-07-17,Closed,0,3.25
L003059,B015219,102100,36,20.95,5.58,Debt Consolidation,2022-02-18,Active,0,15.37
L003060,B001009,268300,36,19.98,7.21,Education,2023-11-14,Closed,0,12.77
L003061,B000910,56000,48,7.72,6.77,Debt Consolidation,2024-09-01,Active,0,0.95
L003062,B008972,185600,24,9.36,7.07,Medical,2024-01-16,Active,0,2.29
