borrower_id,income_band,annual_income,employment_type,years_employed,credit_grade,credit_score,region,age
B005150,Lower-Middle,363392,Salaried,6,B,728,North,48
B005151,Middle,626459,Salaried,12,E,497,West,23
B005152,Low,288710,Freelancer,18,E,487,West,21
B005153,Middle,731087,Salaried,2,A,865,East,50
B005154,Lower-Middle,569449,Freelancer,13,C,712,East,46
B005155,Low,291756,Business Owner,10,B,777,East,36
B005156,Low,216687,Freelancer,6,B,775,West,32
B005157,Lower-Middle,426615,Salaried,20,E,451,East,53
B005158,Middle,726320,Salaried,23,C,683,Central,60
B005159,Middle,855215,Salaried,16,D,577,North,59
B005160,Lower-Middle,364162,Salaried,16,A,877,East,57
B005161,High,2543442,Salaried,16,A,817,East,22
B005162,High,2447823,Salaried,18,D,600,East,45
B005163,Low,206160,Salaried,22,C,654,East,33
B005164,Lower-Middle,322337,Self-Employed,16,F,373,Central,34
B005165,Middle,811593,Salaried,25,A,899,East,59
B005166,Upper-Middle,1073259,Salaried,18,D,580,North,32
B005167,Lower-Middle,535084,Salaried,13,E,486,South,50
B005168,Upper-Middle,1336202,Self-Employed,2,D,565,North,23
B005169,Low,260409,Salaried,6,D,570,South,53
B005170,Lower-Middle,339100,Business Owner,8,B,748,East,37
B005171,Middle,831484,Salaried,15,E,482,North,25
B005172,Middle,676508,Self-Employed,23,D,575,East,27
B005173,Upper-Middle,1463745,Business Owner,15,E,482,South,37
B005174,Low,213393,Salaried,23,B,732,Central,48
B005175,Low,246979,Self-Employed,25,B,759,North,57
B005176,Low,163609,Freelancer,1,C,675,East,58
B005177,Lower-Middle,570539,Salaried,18,C,688,North,57
B005178,Low,222348,Salaried,21,B,785,East,24
B005179,Middle,869182,Freelancer,28,A,840,East,56
B005180,Middle,702669,Business Owner,6,A,857,East,60
B005181,Middle,889265,Self-Employed,20,A,867,East,47
B005182,Lower-Middle,581995,Salaried,25,A,834,East,38
B005183,Low,293494,Salaried,14,E,494,South,57
B005184,Middle,918935,Freelancer,11,F,407,Central,22
B005185,Low,210029,Self-Employed,9,C,623,West,21
B005186,Upper-Middle,1146836,Salaried,8,B,758,West,24
B005187,Low,189886,Salaried,17,C,672,East,51
B005188,Middle,900936,Business Owner,8,E,471,West,21
B005189,Upper-Middle,1226484,Self-Employed,29,F,422,West,25
B005190,Middle,712408,Freelancer,20,B,802,North,47
B005191,Middle,709555,Salaried,13,A,857,East,46
B005192,Middle,728380,Salaried,20,C,639,Central,32
B005193,Low,231731,Salaried,12,C,663,Central,58
B005194,Middle,878383,Salaried,18,A,826,Central,41
B005195,Upper-Middle,1311450,Salaried,14,D,629,West,48
B005196,High,2649445,Salaried,28,B,745,Central,53
B005197,Lower-Middle,549235,Salaried,6,A,853,South,51
B005198,Lower-Middle,359499,Salaried,9,E,516,Central,39
B005199,Upper-Middle,1488599,Business Owner,21,E,468,Central,45
B005200,Middle,822215,Salaried,18,B,741,West,29
B005201,Lower-Middle,437958,Salaried,7,E,520,West,50
B005202,Low,285322,Self-Employed,13,C,699,West,57
B005203,Low,151750,Salaried,19,C,645,North,50
B005204,Middle,921054,Self-Employed,17,B,734,North,30
B005205,Low,211173,Business Owner,27,B,773,South,63
B005206,Low,273641,Self-Employed,4,A,863,South,52
B005207,Low,217829,Salaried,8,D,565,North,62
B005208,High,2199775,Business Owner,27,E,496,West,51
B005209,Low,234733,Freelancer,20,A,821,North,50
B005210,Low,295994,Business Owner,26,B,772,South,56
B005211,Middle,643178,Salaried,8,C,675,North,58
B005212,Lower-Middle,565439,Self-Employed,28,C,628,West,40
B005213,High,3170448,Self-Employed,12,E,480,Central,49
B005214,High,3608539,Salaried,22,A,841,East,61
B005215,Lower-Middle,547436,Salaried,12,D,595,East,55
B005216,Lower-Middle,336832,Business Owner,21,D,553,East,26
B005217,Lower-Middle,419231,Salaried,26,E,517,South,61
B005218,Low,235931,Freelancer,1,C,671,South,44
B005219,Lower-Middle,545318,Unemployed,28,B,785,South,28
B005220,Low,195017,Salaried,13,B,725,Central,52
B005221,Low,294580,Salaried,15,D,586,South,63
B005222,Middle,617069,Freelancer,1,D,584,South,59
B005223,Low,235780,Salaried,1,D,584,East,28
B005224,Low,247354,Business Owner,27,B,768,West,49
B005225,Middle,830261,Salaried,28,A,856,South,28
B005226,Lower-Middle,317920,Salaried,17,D,524,North,50
B005227,Low,218101,Salaried,18,A,891,East,41
B005228,Low,178873,Salaried,1,F,384,Central,63
B005229,Lower-Middle,463214,Freelancer,20,E,475,Central,22
B005230,Lower-Middle,409767,Salaried,17,B,761,West,39
B005231,Upper-Middle,1660875,Salaried,27,D,592,East,55
B005232,High,1940568,Self-Employed,19,B,727,Central,44
B005233,Lower-Middle,428064,Freelancer,26,F,363,North,42
B005234,Lower-Middle,557625,Salaried,29,D,617,North,50
B005235,Middle,862177,Business Owner,28,C,661,West,33
B005236,Middle,670436,Salaried,19,D,587,Central,32
B005237,Lower-Middle,542402,Business Owner,27,A,825,South,36
B005238,Low,200333,Business Owner,24,C,710,South,38
B005239,Lower-Middle,456592,Freelancer,4,B,781,South,31
B005240,Middle,834627,Self-Employed,23,C,656,South,51
B005241,Low,167704,Freelancer,15,A,888,North,36
B005242,Lower-Middle,498438,Salaried,21,G,327,South,38
B005243,Lower-Middle,505203,Business Owner,18,C,690,West,28
B005244,Lower-Middle,490311,Business Owner,3,E,512,West,60
B005245,Middle,870698,Salaried,18,A,841,Central,27
B005246,Middle,696132,Freelancer,10,E,535,Central,46
B005247,Middle,692125,Business Owner,23,D,624,South,62
B005248,Lower-Middle,374619,Freelancer,22,D,625,West,51
B005249,Low,189558,Salaried,26,E,432,South,64
B005250,Upper-Middle,1289930,Business Owner,26,D,581,South,28
B005251,Middle,700040,Salaried,25,D,589,West,42
B005252,Low,295076,Freelancer,4,F,392,South,63
B005253,Lower-Middle,325084,Salaried,16,B,760,West,24
B005254,Upper-Middle,1678836,Self-Employed,0,A,849,South,64
B005255,Upper-Middle,1285422,Salaried,9,G,344,East,25
B005256,Upper-Middle,1486034,Self-Employed,25,F,430,North,50
B005257,Middle,726742,Salaried,20,D,589,North,56
B005258,Lower-Middle,570613,Freelancer,7,E,501,West,30
B005259,Lower-Middle,319872,Freelancer,24,F,401,Central,57
B005260,Lower-Middle,379289,Salaried,15,C,720,North,44
B005261,Middle,984400,Business Owner,23,A,860,West,48
B005262,Middle,743143,Self-Employed,29,D,624,West,25
B005263,Low,187725,Salaried,14,C,694,South,23
B005264,Upper-Middle,1237426,Salaried,22,A,865,East,23
B005265,Lower-Middle,334479,Salaried,15,G,300,South,35
B005266,Low,200949,Salaried,4,E,521,North,34
B005267,Lower-Middle,395522,Salaried,20,E,447,Central,48
B005268,Upper-Middle,1223168,Self-Employed,27,D,575,South,30
B005269,High,1979087,Salaried,25,C,636,East,40
B005270,Middle,837798,Freelancer,6,D,605,North,63
B005271,High,3310730,Salaried,26,D,570,North,63
B005272,Upper-Middle,1562072,Freelancer,24,D,597,West,53
B005273,Upper-Middle,1129160,Business Owner,6,B,708,East,46
B005274,Upper-Middle,1517782,Business Owner,0,E,513,West,52
B005275,Lower-Middle,566759,Self-Employed,27,C,691,Central,52
B005276,Upper-Middle,1782423,Salaried,7,C,645,Central,54
B005277,Middle,957626,Freelancer,0,D,567,North,37
B005278,Middle,654830,Business Owner,3,G,344,South,36
B005279,Low,293069,Business Owner,29,C,677,South,46
B005280,Upper-Middle,1259247,Salaried,16,A,871,North,64
B005281,High,1865500,Self-Employed,11,G,300,East,51
B005282,Lower-Middle,409276,Salaried,18,G,306,East,46
B005283,High,2476000,Self-Employed,7,B,786,Central,63
B005284,Lower-Middle,502813,Business Owner,21,E,472,Central,30
B005285,Lower-Middle,595161,Salaried,1,F,384,North,55
B005286,Low,259049,Salaried,8,A,850,East,50
B005287,Upper-Middle,1542280,Salaried,9,E,471,South,32
B005288,Middle,667768,Salaried,28,B,796,Central,45
B005289,Lower-Middle,515880,Salaried,19,E,508,South,44
B005290,Middle,708794,Salaried,0,A,850,North,47
B005291,Lower-Middle,383656,Salaried,7,D,633,Central,62
B005292,Lower-Middle,429931,Self-Employed,9,E,487,West,32
B005293,Upper-Middle,1714589,Business Owner,23,A,863,West,39
B005294,Middle,686815,Salaried,1,E,468,West,46
B005295,Upper-Middle,1713819,Salaried,26,B,759,West,24
B005296,Middle,798534,Business Owner,11,A,868,South,24
B005297,High,1951610,Salaried,10,F,417,West,39
B005298,Lower-Middle,502070,Salaried,28,F,378,South,56
B005299,Lower-Middle,501376,Salaried,4,E,458,Central,37
B005300,Low,294870,Freelancer,9,F,402,South,47
B005301,Middle,727917,Salaried,16,A,860,Central,54
B005302,Middle,639465,Freelancer,9,D,531,South,50
B005303,Middle,777534,Salaried,18,F,454,North,47
B005304,Lower-Middle,384469,Salaried,8,F,408,South,46
B005305,Low,232070,Salaried,5,C,620,East,44
B005306,Middle,827400,Business Owner,24,C,681,West,64
B005307,High,2554065,Self-Employed,26,D,540,North,38
B005308,Lower-Middle,585969,Self-Employed,17,A,825,North,24
B005309,Lower-Middle,352105,Freelancer,22,E,502,South,59
B005310,Lower-Middle,365121,Salaried,12,B,729,West,41
B005311,Lower-Middle,415548,Salaried,21,D,557,South,64
B005312,Lower-Middle,461796,Self-Employed,11,B,782,East,50
B005313,Lower-Middle,460793,Salaried,10,E,488,Central,46
B005314,Middle,882304,Self-Employed,20,G,300,North,47
B005315,Lower-Middle,326027,Freelancer,20,D,576,North,36
B005316,Lower-Middle,583174,Salaried,29,G,353,West,52
B005317,Low,158265,Salaried,1,C,691,West,34
B005318,High,3201730,Self-Employed,13,C,636,South,64
B005319,Lower-Middle,457644,Salaried,10,E,528,North,47
B005320,Lower-Middle,374408,Salaried,6,A,840,North,42
B005321,Low,206644,Salaried,10,C,668,Central,32
B005322,Middle,796310,Salaried,11,D,556,East,56
B005323,Upper-Middle,1043389,Salaried,24,B,749,South,41
B005324,Low,204145,Self-Employed,5,F,405,South,42
B005325,Low,212470,Salaried,24,D,582,North,27
B005326,Low,223815,Salaried,19,B,803,South,53
B005327,Middle,793040,Unemployed,29,C,642,West,24
B005328,High,3943136,Salaried,0,C,666,East,42
B005329,Lower-Middle,564773,Salaried,25,E,438,Central,55
B005330,Lower-Middle,510429,Freelancer,13,B,746,East,40
B005331,Upper-Middle,1781337,Salaried,3,E,516,West,27
B005332,Upper-Middle,1262931,Freelancer,0,B,798,West,63
B005333,Lower-Middle,390936,Self-Employed,2,C,710,North,22
B005334,Low,219656,Self-Employed,1,D,571,East,51
B005335,Lower-Middle,504349,Salaried,17,C,662,Central,21
B005336,Upper-Middle,1564959,Salaried,11,D,556,East,51
B005337,Middle,860983,Business Owner,14,D,575,South,63
B005338,Middle,676991,Salaried,22,B,790,East,43
B005339,Upper-Middle,1174353,Business Owner,21,D,601,West,21
B005340,Lower-Middle,393912,Business Owner,20,F,387,Central,24
B005341,Lower-Middle,430357,Self-Employed,14,A,842,West,31
B005342,Low,204575,Salaried,26,D,573,North,36
B005343,Upper-Middle,1533523,Business Owner,18,C,656,East,59
B005344,Middle,867095,Business Owner,12,F,406,West,23
B005345,Lower-Middle,395605,Salaried,23,A,869,West,43
B005346,Low,261782,Freelancer,4,A,900,North,53
B005347,Middle,747047,Salaried,28,C,670,South,50
B005348,Upper-Middle,1027670,Freelancer,2,D,597,South,56
B005349,Middle,861309,Salaried,15,A,825,North,51
B005350,Lower-Middle,536575,Salaried,7,E,493,West,22
B005351,High,3291611,Self-Employed,22,C,666,East,60
B005352,Upper-Middle,1150563,Salaried,15,F,417,South,42
B005353,Middle,772233,Salaried,23,F,412,East,42
B005354,Middle,919990,Salaried,8,E,507,North,60
B005355,Upper-Middle,1058717,Business Owner,23,E,487,South,54
B005356,High,3876728,Salaried,22,D,571,East,25
B005357,Middle,616010,Self-Employed,24,E,460,South,34
B005358,Lower-Middle,356109,Self-Employed,19,B,765,East,36
B005359,Lower-Middle,483948,Salaried,23,E,488,South,62
B005360,Upper-Middle,1378749,Salaried,12,D,614,Central,26
B005361,Middle,840184,Salaried,18,E,486,Central,41
B005362,Low,217960,Freelancer,21,D,567,Central,42
B005363,Low,275002,Business Owner,22,D,594,South,29
B005364,Upper-Middle,1772107,Freelancer,13,C,636,South,44
B005365,Upper-Middle,1616591,Business Owner,21,C,677,East,31
B005366,High,3108865,Business Owner,1,C,654,Central,38
B005367,Lower-Middle,413848,Freelancer,3,E,460,Central,55
B005368,Upper-Middle,1506009,Salaried,22,B,763,East,57
B005369,Upper-Middle,1635084,Freelancer,0,F,340,East,22
B005370,Lower-Middle,536272,Salaried,19,E,504,East,39
B005371,Low,151227,Salaried,21,F,402,East,21
B005372,High,3339175,Salaried,15,F,385,North,25
B005373,Low,180391,Salaried,16,C,694,South,22
B005374,Middle,813247,Salaried,4,F,413,Central,56
B005375,Middle,898182,Self-Employed,9,C,638,Central,44
B005376,Middle,983115,Self-Employed,15,B,775,West,30
B005377,Lower-Middle,310807,Freelancer,24,A,863,Central,41
B005378,Middle,731081,Salaried,7,A,839,Central,52
B005379,Lower-Middle,318464,Salaried,26,B,754,East,33
B005380,Upper-Middle,1616769,Self-Employed,29,C,711,West,40
B005381,Lower-Middle,351652,Self-Employed,17,G,320,South,27
B005382,Middle,649723,Business Owner,13,B,729,East,30
B005383,Upper-Middle,1077206,Salaried,23,F,403,East,30
B005384,Lower-Middle,513070,Salaried,23,E,452,Central,25
B005385,Lower-Middle,327041,Freelancer,18,F,413,East,56
B005386,Upper-Middle,1358615,Salaried,17,E,476,South,57
B005387,Low,174031,Self-Employed,19,G,300,South,44
B005388,Lower-Middle,489378,Salaried,24,B,737,Central,30
B005389,Middle,657698,Salaried,11,C,662,West,22
B005390,High,2312668,Business Owner,13,C,676,North,64
B005391,Middle,942837,Salaried,16,C,654,North,40
B005392,Lower-Middle,305020,Salaried,17,C,651,South,43
B005393,High,1876381,Business Owner,5,D,582,Central,43
B005394,Middle,893596,Salaried,14,G,302,Central,52
B005395,Lower-Middle,363543,Salaried,21,C,664,North,40
B005396,Lower-Middle,369584,Self-Employed,28,F,383,North,45
B005397,Lower-Middle,302328,Salaried,0,B,736,South,54
B005398,Lower-Middle,453240,Self-Employed,3,D,577,Central,64
B005399,Middle,758441,Salaried,12,C,688,East,51
B005400,Low,275004,Salaried,10,G,308,North,31
B005401,Middle,641487,Salaried,24,D,572,East,29
B005402,Lower-Middle,599471,Freelancer,16,A,814,West,38
B005403,Lower-Middle,316624,Salaried,13,F,388,North,56
B005404,Low,183066,Freelancer,2,C,657,West,59
B005405,Middle,655969,Salaried,1,F,402,Central,41
B005406,Middle,910661,Salaried,25,A,851,North,29
B005407,Lower-Middle,385113,Business Owner,17,B,818,North,49
B005408,Low,153491,Salaried,26,C,661,Central,48
B005409,Lower-Middle,459169,Self-Employed,13,D,600,East,26
B005410,Upper-Middle,1190942,Freelancer,6,E,511,North,60
B005411,Lower-Middle,485854,Business Owner,18,D,596,North,62
B005412,Upper-Middle,1357379,Salaried,28,A,850,Central,64
B005413,Lower-Middle,325716,Self-Employed,3,C,733,Central,44
B005414,Lower-Middle,570056,Salaried,18,D,559,Central,56
B005415,Middle,690685,Business Owner,8,C,682,West,22
B005416,Middle,603166,Salaried,17,C,688,West,24
B005417,Low,237366,Salaried,15,D,539,Central,21
B005418,High,3620694,Self-Employed,10,D,545,Central,45
B005419,Low,223913,Salaried,9,D,611,North,40
B005420,Lower-Middle,554841,Business Owner,17,B,768,West,51
B005421,Lower-Middle,322093,Salaried,16,F,371,West,30
B005422,Middle,714103,Salaried,7,E,520,Central,34
B005423,Upper-Middle,1513410,Self-Employed,9,E,486,North,36
B005424,Low,265972,Salaried,1,E,514,West,50
B005425,High,1972456,Freelancer,10,D,622,East,35
B005426,Middle,844764,Salaried,22,G,305,West,61
B005427,High,3493158,Salaried,24,C,622,Central,31
B005428,Upper-Middle,1101260,Salaried,28,C,651,Central,49
B005429,High,2124655,Salaried,17,E,440,North,31
B005430,Middle,803013,Salaried,2,F,377,East,42
B005431,Lower-Middle,429778,Business Owner,2,C,705,East,47
B005432,Lower-Middle,427593,Salaried,17,E,472,East,54
B005433,Middle,947009,Freelancer,5,D,552,East,62
B005434,Lower-Middle,319667,Self-Employed,7,C,709,Central,34
B005435,Upper-Middle,1588585,Self-Employed,11,F,395,Central,55
B005436,Low,272700,Salaried,11,D,586,West,50
B005437,Upper-Middle,1307551,Salaried,18,E,463,West,54
B005438,Lower-Middle,507819,Salaried,8,E,521,North,43
B005439,High,3091173,Self-Employed,18,A,851,South,31
B005440,Low,189734,Self-Employed,2,F,419,South,47
B005441,Low,226786,Salaried,23,B,723,North,38
B005442,Upper-Middle,1046272,Salaried,29,E,522,East,42
B005443,Upper-Middle,1647724,Unemployed,3,E,498,West,28
B005444,Upper-Middle,1044735,Salaried,17,E,471,North,39
B005445,High,2440848,Salaried,25,F,389,East,48
B005446,Lower-Middle,422852,Salaried,16,D,566,East,23
B005447,Upper-Middle,1399608,Salaried,26,C,676,East,36
B005448,Lower-Middle,459897,Salaried,17,D,583,South,48
B005449,Middle,841387,Self-Employed,1,D,620,North,41
B005450,Lower-Middle,575014,Self-Employed,2,C,619,South,63
B005451,Low,221633,Self-Employed,22,B,775,Central,61
B005452,Middle,860957,Salaried,11,D,539,Central,36
B005453,Upper-Middle,1071359,Salaried,26,F,463,West,63
B005454,Low,276236,Business Owner,27,D,617,South,48
B005455,High,2543403,Salaried,5,F,399,North,35
B005456,Middle,836382,Salaried,16,C,680,Central,52
B005457,Low,297121,Salaried,20,F,401,East,25
B005458,Middle,903016,Self-Employed,11,E,474,East,47
B005459,Lower-Middle,421568,Salaried,26,C,651,Central,61
B005460,Low,217711,Freelancer,6,C,669,Central,60
B005461,Middle,658279,Salaried,8,G,300,East,25
B005462,Low,244702,Unemployed,7,G,343,West,62
B005463,Low,232929,Salaried,5,C,713,East,37
B005464,Upper-Middle,1474257,Business Owner,24,E,483,East,59
B005465,Low,190137,Salaried,24,F,436,South,44
B005466,Upper-Middle,1568313,Business Owner,19,B,747,North,39
B005467,Upper-Middle,1238817,Salaried,6,D,566,Central,41
B005468,Low,217067,Freelancer,9,E,495,Central,27
B005469,Middle,659711,Business Owner,3,A,863,South,52
B005470,Low,257263,Self-Employed,26,E,469,West,38
B005471,Middle,670309,Salaried,15,B,768,North,34
B005472,Low,238093,Salaried,0,C,677,North,44
B005473,High,3615907,Unemployed,27,C,613,Central,35
B005474,Lower-Middle,476986,Freelancer,22,E,483,Central,22
B005475,Middle,841975,Salaried,19,B,754,West,55
B005476,Low,281970,Salaried,15,C,655,East,57
B005477,Lower-Middle,599193,Salaried,2,C,655,West,58
B005478,Middle,678014,Salaried,26,A,862,North,59
B005479,Middle,790542,Salaried,2,E,450,South,23
B005480,High,2597516,Business Owner,26,B,787,South,48
B005481,Low,160469,Salaried,2,B,757,East,29
B005482,Low,205030,Freelancer,9,A,881,Central,46
B005483,Lower-Middle,509852,Unemployed,29,D,564,North,63
B005484,Lower-Middle,555430,Salaried,1,C,694,East,38
B005485,Upper-Middle,1657851,Salaried,12,D,594,West,43
B005486,High,1844447,Self-Employed,26,E,445,Central,64
B005487,Upper-Middle,1316004,Salaried,0,A,845,Central,48
B005488,Low,292293,Business Owner,24,B,823,East,40
B005489,Lower-Middle,466005,Self-Employed,8,C,691,Central,63
B005490,Upper-Middle,1784160,Salaried,4,F,372,North,30
B005491,Lower-Middle,403260,Freelancer,28,B,748,Central,40
B005492,Middle,759935,Salaried,15,E,511,North,63
B005493,Lower-Middle,436687,Salaried,15,G,318,West,51
B005494,Lower-Middle,555913,Unemployed,11,A,812,Central,57
B005495,Upper-Middle,1232045,Salaried,26,C,626,West,32
B005496,Lower-Middle,431195,Salaried,21,E,508,North,35
B005497,High,3528302,Salaried,21,F,393,Central,40
B005498,Lower-Middle,399202,Salaried,26,B,787,Central,45
B005499,Low,211166,Salaried,10,D,589,East,46
B005500,Lower-Middle,564174,Self-Employed,18,E,470,South,46
B005501,Low,202845,Salaried,3,C,669,West,30
B005502,Middle,818879,Self-Employed,28,D,569,Central,59
B005503,Low,160154,Salaried,11,D,587,Central,57
B005504,Middle,980285,Salaried,1,F,378,North,45
B005505,Upper-Middle,1529524,Freelancer,7,D,542,North,26
B005506,Lower-Middle,588843,Business Owner,11,D,576,East,39
B005507,Low,271816,Business Owner,1,D,559,Central,36
B005508,Lower-Middle,529029,Salaried,10,B,784,North,47
B005509,Upper-Middle,1108095,Salaried,14,D,574,West,37
B005510,Middle,794639,Business Owner,7,A,857,South,63
B005511,Low,152300,Freelancer,23,D,571,South,48
